snomed_id,name,display_name,synonyms,level_concept,type_concept,type_information,active
237055002,Polycystic ovary syndrome,Polycystic ovary syndrome,"['Polycystic ovary syndrome', 'Polycystic ovary syndrome (disorder)', 'PCOS- polycystic ovary syndrome']",granular,Disorder,SelfHistory,
237130006,Bleeding between periods,Intermenstrual bleeding,"['Intermenstrual bleeding', 'IMB - Intermenstrual bleeding', 'Spotting between periods', 'Bleeding between periods', 'Bleeding between periods (finding)', 'Mid-cycle bleeding']",,Finding,SelfHistory,
23714000,Nasal vestibulitis,Nasal vestibulitis,"['Nasal vestibulitis', 'Nasal vestibulitis (disorder)']",granular,Disorder,SelfHistory,
237451004,Pubertal gynecomastia,Pubertal gynaecomastia,"['Pubertal gynaecomastia', 'Pubertal gynecomastia', 'Pubertal gynecomastia (disorder)']",granular,Disorder,SelfHistory,
237486002,Total thyroidectomy with cervical lymph node dissection,total thyroidectomy with cervical lymph node dissection,"['Total thyroidectomy with cervical lymph node dissection', 'Total thyroidectomy with cervical lymph node dissection (procedure)']",granular,Procedure,SelfHistory,
237495005,Thyroid nodule,Thyroid nodule,"['Thyroid nodule', 'Thyroid nodule (disorder)']",granular,Disorder,SelfHistory,
237557003,Mass of thyroid gland,Mass of thyroid gland,"['Thyroid lump', 'Thyroid mass', 'Mass of thyroid gland (finding)', 'Mass of thyroid gland']",,Finding,SelfHistory,
237570007,Multinodular goiter,Multinodular goitre,"['Multinodular goitre', 'Multiple thyroid nodules', 'Multinodular goiter', 'Multinodular goiter (disorder)', 'Thyroid goiter multinodular', 'Thyroid goitre multinodular']",granular,Disorder,SelfHistory,
237622006,Poor glycemic control,Poor glycaemic control,"['Poor glycaemic control', 'Poor glycemic control', 'Poor glycemic control (disorder)']",granular,Disorder,SelfHistory,
237632004,Hypoglycemic event due to diabetes,Hypoglycaemic event in diabetes,"['Hypoglycaemic event in diabetes', 'Hypoglycemic event in diabetes', 'Hypoglycemic event due to diabetes', 'Hypoglycaemic event due to diabetes', 'Hypoglycemic event due to diabetes (disorder)']",granular,Disorder,SelfHistory,
237662005,Hyperprolactinemia,Hyperprolactinemia,"['Hyperprolactinemia', 'Hyperprolactinaemia', 'Hyperprolactinemia (disorder)']",granular,Disorder,SelfHistory,
237788002,Premature ovarian failure,Premature ovarian failure,"['Premature ovarian failure', 'POF - Premature ovarian failure', 'Premature ovarian failure (disorder)']",granular,Disorder,SelfHistory,
238107002,Deficiency of macronutrients,Deficiency of macronutrients,"['Deficiency of macronutrients', 'Protein-energy malnutrition', 'PCM - Protein-calorie malnutrition', 'Protein-calorie undernutrition', 'PEM - Protein-energy malnutrition', 'Protein-calorie malnutrition', 'Deficiency of macronutrients (disorder)', 'Protein calorie malnutrition']",granular,Disorder,SelfHistory,
238117007,Calcium deficiency,Calcium deficiency,"['Calcium deficiency', 'Calcium deficiency (disorder)']",granular,Disorder,SelfHistory,
238131007,High body weight,Overweight,"['High body weight (finding)', 'High body weight']",group,Disorder,SelfHistory,
238136002,Morbid obesity,Morbid obesity,"['Morbid obesity', 'Morbid obesity (disorder)']",granular,Disorder,SelfHistory,
238167000,Repair of inguinal hernia using surgical sutures,inguinal herniorrhaphy,"['Inguinal herniorrhaphy using sutures', 'Inguinal herniorrhaphy', 'Repair of inguinal hernia using surgical sutures', 'Repair of inguinal hernia using surgical sutures (procedure)']",granular,Procedure,SelfHistory,
238181003,Procedure on spine,Spinal procedures,"['Procedure on spine', 'Procedure on spine (procedure)']",group,Procedure,SelfHistory,
238187004,Repair of incisional hernia,incisional hernioplasty,"['Repair of incisional hernia', 'Incisional herniorrhaphy', 'Incisional hernioplasty', 'Repair of incisional hernia (procedure)']",granular,Procedure,SelfHistory,
238378003,Scalp folliculitis,Scalp folliculitis,"['Scalp folliculitis', 'Scalp folliculitis (disorder)']",granular,Disorder,SelfHistory,
238389005,Boils of multiple sites,Boils of multiple sites,"['Boils of multiple sites', 'Boils of multiple sites (disorder)']",granular,Disorder,SelfHistory,
238418005,Erythrasma,Erythrasma,"['Erythrasma', 'Erythrasma (disorder)']",granular,Disorder,SelfHistory,
238435009,Steroid-modified tinea infection,Trichomycosis nodularis,"['Trichomycosis nodularis', 'Tinea nodosa', 'Steroid-modified tinea infection', 'Steroid-modified tinea infection (disorder)', 'Tinea incognita']",granular,Disorder,SelfHistory,
238458007,Friction dermatosis,Friction dermatosis,"['Friction dermatosis', 'Friction dermatosis (disorder)']",granular,Disorder,SelfHistory,
238496008,Hair sinus,Hair sinus,"['Hair sinus', 'Hair sinus (disorder)', 'Pilonidal sinus']",granular,Disorder,SelfHistory,
238525001,Polymorphic light eruption,Polymorphic light eruption,"['Polymorphic light eruption', 'Polymorphous light eruption', 'PLE - Polymorphic light eruption', 'Polymorphic photodermatitis', 'Polymorphic light eruption (disorder)']",granular,Disorder,SelfHistory,
23853001,Disorder of the central nervous system,Disorders of Central Nervous System,"['Encephalomyeloneuropathy', 'Disorder of the central nervous system (disorder)', 'Disorder of the central nervous system', 'Central nervous system (CNS) disease']",group,Disorder,SelfHistory,
238539001,Hand eczema,Hand dermatitis,"['Hand dermatitis', 'Hand eczema', 'Hand eczema (disorder)', 'Dermatitis of hand']",granular,Disorder,SelfHistory,
238564003,Psoriasiform eczema,Psoriasiform eczema,"['Psoriasiform eczema', 'Psoriasiform eczema (disorder)']",granular,Disorder,SelfHistory,
238575004,Allergic contact dermatitis,Allergic contact dermatitis,"['Allergic contact dermatitis', 'ACD - Allergic contact dermatitis', 'Allergic contact dermatitis (disorder)']",granular,Disorder,SelfHistory,
238590000,Juvenile plantar dermatosis,Juvenile plantar dermatosis,"['Juvenile plantar dermatosis', 'JPD - Juvenile plantar dermatosis', 'Juvenile plantar dermatosis (disorder)']",granular,Disorder,SelfHistory,
238597002,Senile xeroderma,Senile xerosis,"['Senile xerosis', 'Senile xeroderma', 'Senile xeroderma (disorder)']",granular,Disorder,SelfHistory,
238600001,Flexural psoriasis,Flexural psoriasis,"['Flexural psoriasis', 'Flexural psoriasis (disorder)', 'Inverse psoriasis']",granular,Disorder,SelfHistory,
238604005,Psoriasis of nail,Psoriasis of nail,"['Psoriasis of nail', 'Psoriasis of nail (disorder)', 'Psoriatic nail involvement']",granular,Disorder,SelfHistory,
238608008,Psoriasis of scalp,Scalp psoriasis,"['Scalp psoriasis', 'Psoriasis of scalp (disorder)', 'Psoriasis of scalp']",granular,Disorder,SelfHistory,
238629004,Phrynoderma,Phrynoderma,"['Phrynoderma', 'Phrynoderma (disorder)']",granular,Disorder,SelfHistory,
238634000,Benign acanthosis nigricans,Benign acanthosis nigricans,"['Benign acanthosis nigricans', 'Pseudoacanthosis nigricans', 'Benign acanthosis nigricans (disorder)']",granular,Disorder,SelfHistory,
238699007,Post-inflammatory hyperpigmentation,Post-inflammatory hyperpigmentation,"['Post-inflammatory hyperpigmentation', 'Post-inflammatory hypermelanosis', 'Post-inflammatory hyperpigmentation (disorder)', 'Postinflammatory hyperpigmentation']",granular,Disorder,SelfHistory,
238703005,Periorbital hypermelanosis,Periorbital hypermelanosis,"['Periorbital hypermelanosis', 'Periorbital hypermelanosis (disorder)']",granular,Disorder,SelfHistory,
238744006,Comedonal acne,Comedonal acne,"['Comedonal acne', 'Comedonal acne (disorder)']",granular,Disorder,SelfHistory,
238745007,Nodulocystic acne,Nodulocystic acne,"['Nodulocystic acne', 'Nodulocystic acne (disorder)']",granular,Disorder,SelfHistory,
238751002,Perioral dermatitis,Perioral dermatitis,"['Perioral dermatitis', 'POD - Perioral dermatitis', 'Perioral dermatitis (disorder)']",granular,Disorder,SelfHistory,
238951005,Xanthelasma,Xanthelasma,"['Xanthelasma', 'Xanthelasma (disorder)', 'Xanthelasma palpebrarum', 'Xanthomatous deposition']",granular,Disorder,SelfHistory,
238982009,Dermopathy due to diabetes mellitus,Diabetic dermopathy,"['Diabetic dermopathy', 'Dermopathy due to diabetes mellitus (disorder)', 'Dermopathy due to diabetes mellitus']",granular,Disorder,SelfHistory,
239065004,Keratolysis exfoliativa,Keratolysis exfoliativa,"['Keratolysis exfoliativa', 'Idiopathic deciduous skin', 'Familial continual skin peeling', 'Keratolysis exfoliativa (disorder)']",granular,Disorder,SelfHistory,
239099001,Childhood granulomatous periorificial dermatitis,FACE - Facial Afro-Caribbean childhood eruption,"['FACE - Facial Afro-Caribbean childhood eruption', 'Facial Afro-Caribbean childhood eruption', 'Childhood perioral granulomatous dermatitis', 'Childhood granulomatous periorificial dermatitis (disorder)', 'Childhood granulomatous periorificial dermatitis']",granular,Disorder,SelfHistory,
23913003,External hemorrhoids,External hemorrhoids,"['External hemorrhoids', 'External haemorrhoids', 'External hemorrhoids (disorder)', 'External haemorrhoid', 'External hemorrhoid']",granular,Disorder,SelfHistory,
239160006,Wound hematoma,Wound hematoma,"['Wound haematoma', 'Wound hematoma', 'Wound hematoma (finding)']",,Finding,SelfHistory,
239279000,Fixation of fracture,fixation of fracture,"['Fixation of fracture', 'Fixation of fracture (procedure)']",group,Procedure,SelfHistory,
239289001,Fixation of fracture using plate,plating,"['Fixation of fracture using plate', 'Plating', 'Fixation of fracture using plate (procedure)']",granular,Procedure,SelfHistory,
239364005,Maxillofacial bone operation,maxillofacial bone operation,"['Maxillofacial bone operation', 'Maxillofacial bone operation (procedure)']",granular,Procedure,SelfHistory,
239426007,Repair of anterior cruciate ligament of knee joint,acl - repair of anterior cruciate ligament,"['Repair of anterior cruciate ligament of knee joint', 'Repair of anterior cruciate ligament of knee joint (procedure)']",granular,Procedure,SelfHistory,
239431009,Reconstruction of anterior cruciate ligament of knee joint,acl - reconstruction of anterior cruciate ligament,"['Reconstruction of anterior cruciate ligament of knee joint', 'Reconstruction of anterior cruciate ligament of knee joint (procedure)']",granular,Procedure,SelfHistory,
239541009,Excision of cervical intervertebral disc,cervical discectomy,"['Cervical discectomy', 'Excision of cervical intervertebral disc', 'Excision of cervical intervertebral disc (procedure)']",granular,Procedure,SelfHistory,
239542002,Excision of lumbar intervertebral disc,lumbar discectomy,"['Excision of lumbar intervertebral disc', 'Lumbar discectomy', 'Excision of lumbar intervertebral disc (procedure)']",granular,Procedure,SelfHistory,
23968004,Excision of colon,colectomy,"['Colectomy', 'Excision of colon (procedure)', 'Excision of colon']",granular,Procedure,SelfHistory,
239720000,Tear of meniscus of knee,Tear of meniscus of knee,"['Tear of meniscus of knee', 'Tear of cartilage of knee', 'Torn meniscus', 'Tear of meniscus of knee (disorder)', 'Tear of semilunar cartilage of knee']",granular,Disorder,SelfHistory,
239725005,Rupture of anterior cruciate ligament,ACL - Anterior cruciate ligament rupture,"['ACL - Anterior cruciate ligament rupture', 'Anterior cruciate ligament rupture', 'Tear of anterior cruciate ligament', 'Rupture of anterior cruciate ligament', 'Rupture of anterior cruciate ligament (disorder)']",granular,Disorder,SelfHistory,
239791005,Seropositive rheumatoid arthritis,Seropositive rheumatoid arthritis,"['Seropositive rheumatoid arthritis', 'Seropositive rheumatoid arthritis (disorder)']",granular,Disorder,SelfHistory,
239792003,Seronegative rheumatoid arthritis,Seronegative rheumatoid arthritis,"['Seronegative rheumatoid arthritis', 'Seronegative rheumatoid arthritis (disorder)']",granular,Disorder,SelfHistory,
239815007,Solitary sacroiliitis,Solitary sacroiliitis,"['Solitary sacroiliitis', 'Solitary sacroiliitis (disorder)']",granular,Disorder,SelfHistory,
239817004,Synovitis of knee,Synovitis of knee,"['Synovitis of knee', 'Synovitis of knee (disorder)']",granular,Disorder,SelfHistory,
23986001,Glaucoma,Glaucoma,"['Glaucoma', 'Glaucoma (disorder)']",group,Disorder,SelfHistory,
239872002,Osteoarthritis of hip,OA - Osteoarthritis of hip,"['OA - Osteoarthritis of hip', 'Osteoarthritis of hip', 'Osteoarthritis of hip (disorder)', 'Degenerative joint disease of hip', 'Coxae malum senilis']",granular,Disorder,SelfHistory,
239873007,Osteoarthritis of knee,Osteoarthritis of knee,"['Osteoarthritis of knee', 'OA - Osteoarthritis of knee', 'Osteoarthritis of knee (disorder)', 'Degenerative joint disease of knee', 'Gonarthrosis', 'Knee DJD (degenerative joint disease)']",granular,Disorder,SelfHistory,
239880009,Lumbar spondylosis,Lumbar spondylosis,"['Lumbar spondylosis', 'Osteoarthritis of lumbar spine', 'Lumbar spondylosis (disorder)']",granular,Disorder,SelfHistory,
239912009,Primary Sjögren's syndrome,Primary Sjogrens syndrome,"[""Primary Sjogren's syndrome"", ""Primary Sjögren's syndrome (disorder)"", ""Primary Sjögren's syndrome"", 'Primary Sjögren syndrome']",granular,Disorder,SelfHistory,
239918008,Undifferentiated connective tissue disease,Undifferentiated connective tissue disease,"['Undifferentiated connective tissue disease', 'Undifferentiated connective tissue disease (disorder)']",granular,Disorder,SelfHistory,
239953001,Soft tissue lesion,Soft tissue problems,"['Soft tissue lesion', 'Soft tissue lesion (disorder)']",group,Disorder,SelfHistory,
239960007,Impingement syndrome of shoulder region,Impingement syndrome of shoulder region,"['Impingement syndrome of shoulder region', 'Shoulder impingement syndrome', 'Impingement syndrome of shoulder region (disorder)', 'Impingement syndrome of shoulder']",granular,Disorder,SelfHistory,
240008008,Synovial cyst of knee,Synovial cyst of knee,"['Synovial cyst of knee', ""Baker's cyst of knee"", 'Synovial cyst of knee (disorder)', 'Synovial cyst of popliteal space', 'Popliteal cyst']",granular,Disorder,SelfHistory,
240033006,Bursitis of retrocalcaneal bursa,Postcalcaneal bursitis,"['Postcalcaneal bursitis', 'RCB - Retrocalcaneal bursitis', 'Retrocalcaneal bursitis', 'Bursitis of retrocalcaneal bursa (disorder)', 'Bursitis of retrocalcaneal bursa']",granular,Disorder,SelfHistory,
240107001,Viral myalgia,Viral myalgia,"['Viral myalgia', 'Viral myalgia (disorder)']",granular,Disorder,SelfHistory,
240215009,Prolapsed cervical intervertebral disc,Prolapsed cervical intervertebral disc,"['Prolapsed cervical intervertebral disc', 'Prolapsed cervical intervertebral disc (disorder)']",granular,Disorder,SelfHistory,
240533004,Facial wart,Facial wart,"['Facial wart', 'Facial wart (disorder)']",granular,Disorder,SelfHistory,
240539000,Plane wart,Plane wart,"['Plane wart', 'Plane wart (disorder)', 'Verruca plana', 'Flat wart']",granular,Disorder,SelfHistory,
240696004,Tinea faciei,Tinea faciei,"['Tinea faciei', 'Ringworm of face', 'Tinea faciei (disorder)']",granular,Disorder,SelfHistory,
240713001,Candidiasis of finger web,Erosio interdigitalis blastomycetica,"['Erosio interdigitalis blastomycetica', 'Interdigital moniliasis', 'Candidosis of finger web', 'Candidiasis of finger web', 'Candidiasis of finger web (disorder)']",granular,Disorder,SelfHistory,
24079001,Atopic dermatitis,Atopic dermatitis,"['Atopic dermatitis', 'Atopic eczema', 'Allergic eczema', 'Allergic dermatitis', 'Disseminated neurodermatitis', 'Atopic dermatitis (disorder)', 'AD - Atopic dermatitis', 'Constitutional eczema']",granular,Disorder,SelfHistory,
240977001,Biopsy of skin,skin biopsy,"['Biopsy of skin', 'Skin biopsy', 'Biopsy of skin (procedure)']",granular,Procedure,SelfHistory,
241175004,Cholecystogram,cholecystogram,"['CG - Cholecystogram', 'Cholecystogram', 'Cholecystogram (procedure)']",granular,Procedure,SelfHistory,
2415007,Lumbosacral radiculopathy,Lumbosacral root lesion,"['Lumbosacral root lesion', 'Lumbosacral radiculopathy', 'Lumbosacral radiculopathy (disorder)']",granular,Disorder,SelfHistory,
24184005,Finding of increased blood pressure,High blood pressure,"['Elevated blood pressure', 'Finding of increased blood pressure', 'Finding of increased blood pressure (finding)', 'Raised blood pressure', 'Blood pressure elevation']",,Finding,SelfHistory,
242056005,Accidental injury,Accidental injury,"['Accidental injury', 'Accidental injury (disorder)']",granular,Disorder,SelfHistory,
242519008,Kasai procedure,kasai,"['Kasai procedure', 'Kasai procedure (procedure)']",granular,Procedure,SelfHistory,
24265000,Operation on anus,Anal procedures,"['Operation on anus', 'Anal operation', 'Anus operation', 'Operation on anus (procedure)']",group,Procedure,SelfHistory,
24285001,Riehl's melanosis,Riehls melanosis,"[""Riehl's melanosis"", ""Riehl's melanosis (disorder)"", 'Riehl melanosis']",granular,Disorder,SelfHistory,
24376003,Extracorporeal shockwave lithotripsy of calculus of kidney,eswl of kidney,"['ESWL of kidney', 'Ultrasonic fragmentation of urinary stone', 'Extracorporeal shockwave lithotripsy for renal calculus', 'Extracorporeal fragmentation of renal calculus', 'ESWL - Extracorporeal shockwave lithotripsy for renal calculus', 'Extracorporeal shockwave lithotripsy of calculus of kidney (procedure)', 'Extracorporeal shockwave lithotripsy of calculus of kidney']",granular,Procedure,SelfHistory,
24420007,Sigmoidoscopy,sigmoidoscopy,"['Sigmoidoscopy', 'Sigmoidoscopy (procedure)', 'SIGy - Sigmoidoscopy', 'SIGGY - Sigmoidoscopy']",granular,Procedure,SelfHistory,
24443003,Total thyroidectomy,total thyroidectomy,"['Total thyroidectomy', 'Complete thyroidectomy', 'Total thyroidectomy (procedure)']",granular,Procedure,SelfHistory,
24496007,Hemorrhoidectomy,haemorrhoidectomy,"['Hemorrhoidectomy', 'Haemorrhoidectomy', 'Hemorrhoidectomy (procedure)', 'Excision of haemorrhoid(s)', 'Excision of hemorrhoid(s)', 'Excision of pile']",granular,Procedure,SelfHistory,
24526004,Inflammatory bowel disease,Inflammatory bowel disease,"['Inflammatory bowel disease', 'IBD - Inflammatory bowel disease', 'Inflammatory bowel disease (disorder)']",granular,Disorder,SelfHistory,
246681007,Blood in eye,Blood in eye,"['Blood in eye', 'Blood in eye (finding)']",,Finding,SelfHistory,
246871006,Bitot's spots,Bitot spots,"[""Bitot's spots"", ""Bitot's spots (finding)"", 'Bitot spots']",,Finding,SelfHistory,
24693007,Fibromyositis,Fibromyositis,"['Fibromyositis', 'Fibromyositis (disorder)']",granular,Disorder,SelfHistory,
24700007,Multiple sclerosis,Multiple sclerosis,"['Multiple sclerosis', 'Multiple sclerosis (disorder)', 'Disseminated sclerosis', 'MS - Multiple sclerosis', 'DS - Disseminated sclerosis']",granular,Disorder,SelfHistory,
24711004,Partial substernal thyroidectomy,partial thyroidectomy,"['Partial substernal thyroidectomy', 'Partial substernal thyroidectomy (procedure)']",granular,Procedure,SelfHistory,
247355005,Flank pain,Flank pain,"['Flank pain', 'Flank pain (finding)']",,Finding,SelfHistory,
247398009,Neuropathic pain,Neuropathic pain,"['Neuropathic pain', 'Neuropathic pain (finding)']",,Finding,SelfHistory,
247459000,Acne scar,Acne scar,"['Acne scar', 'Post-acne scarring', 'Acne scar (disorder)']",granular,Disorder,SelfHistory,
247467008,Comedone,Comedone,"['Comedone', 'Blackhead', 'Comedone (disorder)']",granular,Disorder,SelfHistory,
247472004,Wheal,Weal,"['Weal', 'Nettle rash', 'Urticarial rash', 'Hives', 'Wheal', 'Welt', 'Wheal (finding)']",granular,Disorder,SelfHistory,
247564004,White forelock,White forelock,"['White forelock', 'Canities', 'White forelock (disorder)']",granular,Disorder,SelfHistory,
247796005,Loss of capacity for enjoyment,Lack of pleasure,"['Loss of capacity for enjoyment', 'Loss of capacity for enjoyment (finding)', 'Diminished pleasure', 'Loss of pleasure']",,Finding,SelfHistory,
248261008,Oversleeps,Oversleeps,"['Oversleeps', 'Cannot wake up', ""Can't wake up"", 'Oversleeps (disorder)']",granular,Disorder,SelfHistory,
248342006,Underweight,Underweight,"['Underweight', 'Patient underweight', 'Underweight (finding)', 'Low body weight']",group,Disorder,SelfHistory,
248523006,Rectal mass,Rectal mass,"['Rectal mass', 'Rectal lump', 'Rectal mass (finding)']",,Finding,SelfHistory,
248741001,Reticular varices,Reticular varices,"['Reticular varices', 'Reticular varices (disorder)']",granular,Disorder,SelfHistory,
248795006,No longer reaches orgasm,Problem achieving orgasm,"['No longer reaches orgasm', 'No longer reaches orgasm (finding)']",,Finding,SelfHistory,
248819006,Nipple finding,Abnormal nipple,"['Nipple finding', 'Nipple finding (finding)', 'Nipple observation']",,Finding,SelfHistory,
248830009,Areola finding,Areola abnormal,"['Areola finding', 'Areola finding (finding)', 'Areola observation']",,Finding,SelfHistory,
2492009,Nutritional disorder,Malnutrition,"['Nutritional disorder', 'Nutritional disease', 'Disorder of nutrition', 'Malnutrition', 'Nutritional disorder (disorder)']",system,Disorder,SelfHistory,
249262009,Foreskin does not retract,Unable to retract foreskin,"['Foreskin does not retract', 'Foreskin does not retract (finding)']",,Finding,SelfHistory,
249356002,Posterior end of inferior turbinate hypertrophy,Posterior end of inferior turbinate hypertrophy,"['Posterior end of inferior turbinate hypertrophy', 'Posterior end of inferior turbinate large', 'Posterior end of inferior turbinate hypertrophy (disorder)']",granular,Disorder,SelfHistory,
249633001,Sentinel pile,Sentinel pile,"['Sentinel pile', 'Sentinel pile (disorder)']",granular,Disorder,SelfHistory,
249752003,Large hand,Large hands,"['Large hand', 'Large hand (finding)']",,Finding,SelfHistory,
249786007,Short leg,Leg shortening,"['Short leg', 'Short leg (finding)']",,Finding,SelfHistory,
24982008,Diplopia,Diplopia,"['Diplopia', 'Double vision', 'Diplopia (disorder)', 'Seeing double']",granular,Disorder,SelfHistory,
249858009,Poor posture,Poor posture,"['Poor posture', 'Bad posture', 'Poor posture (finding)']",granular,Lifestyle,SelfHistory,
249902000,Difficulty standing,Difficulty standing,"['Difficulty standing', 'Difficulty standing (finding)', 'Dysstasia']",,Finding,SelfHistory,
249914008,Hip stiff,Hip stiff,"['Hip stiff', 'Hip stiff (finding)']",,Finding,SelfHistory,
249945007,Monoparesis - leg,Weakness of leg,"['Weakness of leg', 'Monoparesis - leg', 'Monoparesis - leg (disorder)']",granular,Disorder,SelfHistory,
250087009,Joint deformity,Joint deformity,"['Joint deformity', 'Joint deformity (finding)']",,Finding,SelfHistory,
250102002,Unstable knee,Unstable knee,"['Unstable knee', 'Instability of knee joint', 'Knee gives way', 'Instability of knee', 'Unstable knee (finding)']",,Finding,SelfHistory,
250128004,Small joint arthritis,Small joint involvement,"['Small joint involvement', 'Small joint arthritis', 'Small joint arthritis (disorder)']",granular,Disorder,SelfHistory,
25064002,Headache,Headache types,"['Headache', 'Head pain', 'Cephalalgia', 'Cephalgia', 'Cephalodynia', 'Headache (finding)', 'HA - Headache', 'Pain in head']",group,Disorder,SelfHistory,
251175005,Ventricular premature complex,Ventricular premature complex,"['Ventricular premature complex', 'Ventricular ectopic complex', 'Ventricular premature depolarisation', 'Ventricular premature depolarization', 'Ventricular premature complex (disorder)', 'Premature ventricular complex']",granular,Disorder,SelfHistory,
252425004,Cardiac electrophysiology,cardiac electrophysiology,"['Cardiac electrophysiology', 'Cardiac electrophysiological study', 'Cardiac electrophysiology (procedure)']",granular,Procedure,SelfHistory,
252427007,Coronary bypass graft angiography,coronary bypass graft angiography,"['Coronary bypass graft angiography', 'Coronary bypass graft angiography (procedure)']",granular,Procedure,SelfHistory,
252577008,Pure tone audiometry,pure tone audiometry,"['Pure tone audiometry', 'PTA - Pure tone audiometry', 'Pure tone audiometry (procedure)']",granular,Procedure,SelfHistory,
25289003,Hyperacusis,Hyperacusis,"['Hyperacusis', 'Sounds seem unnaturally loud', 'Oversensitive hearing', 'Hyperacusis (disorder)']",,Finding,SelfHistory,
253010003,Microprolactinoma,Microprolactinoma,"['Microprolactinoma', 'Microprolactinoma (disorder)']",granular,Disorder,SelfHistory,
253361002,Left atrial dilatation,Left atrial dilatation,"['Left atrial dilatation', 'Left atrial dilatation (disorder)']",granular,Disorder,SelfHistory,
25353009,Craniotomy,craniotomy,"['Craniotomy', 'Incision of bone of skull', 'Craniotomy (procedure)']",granular,Procedure,SelfHistory,
25374005,Gastroenteritis,Gastroenteritis,"['Gastroenteritis', 'Gastroenteropathy', 'GE - Gastroenteritis', 'Gastroenteritis (disorder)']",group,Disorder,SelfHistory,
254437001,Squamous cell carcinoma of buccal mucosa,Squamous cell carcinoma of buccal mucosa,"['Squamous cell carcinoma of buccal mucosa', 'Carcinoma of cheek mucosa', 'SCC - Squamous cell carcinoma of buccal mucosa', 'Carcinoma of buccal mucosa', 'Squamous cell carcinoma of buccal mucosa (disorder)']",granular,Disorder,SelfHistory,
25458004,Acute gastritis,Acute gastritis,"['Acute gastritis', 'Acute gastritis (disorder)']",granular,Disorder,SelfHistory,
254669003,Dermatosis papulosa nigra,Dermatosis papulosa nigra,"['Dermatosis papulosa nigra', 'Dermatosis papulosa nigra (disorder)']",granular,Disorder,SelfHistory,
254671003,Infection of sebaceous cyst,Infected sebaceous cyst,"['Infected sebaceous cyst', 'Infected sebaceous cyst of skin', 'Infection of sebaceous cyst (disorder)', 'Infection of sebaceous cyst']",granular,Disorder,SelfHistory,
254679001,Milia,Milia,"['Milia', 'Milia (disorder)']",granular,Disorder,SelfHistory,
254805008,Compound nevus of skin,Compound nevus of skin,"['Compound nevus of skin', 'Compound naevus of skin', 'Compound nevus of skin (disorder)']",granular,Disorder,SelfHistory,
254837009,Malignant neoplasm of breast,Malignant tumor of breast,"['Malignant tumor of breast', 'Breast cancer', 'CA - Breast cancer', 'Malignant tumour of breast', 'Malignant neoplasm of breast (disorder)', 'Malignant neoplasm of breast']",granular,Disorder,SelfHistory,
254838004,Carcinoma of breast,CA - Carcinoma of breast,"['CA - Carcinoma of breast', 'Carcinoma of breast', 'Carcinoma of breast (disorder)']",granular,Disorder,SelfHistory,
254845004,Fibroadenoma of breast,Breast mouse,"['Breast mouse', 'Fibroadenoma of breast', 'Fibroadenoma of breast (disorder)']",granular,Disorder,SelfHistory,
254900004,Neoplasm of prostate,Carcinoma of prostate,"['Neoplasm of prostate', 'Neoplasm of prostate (disorder)', 'Tumour of prostate', 'Tumor of prostate', 'NGP - New growth of prostate']",granular,Disorder,SelfHistory,
254963000,Pituitary microadenoma,Pituitary microadenoma,"['Pituitary microadenoma', 'Pituitary microadenoma (disorder)']",granular,Disorder,SelfHistory,
254965007,Pituitary macroadenoma,Pituitary macroadenoma,"['Pituitary macroadenoma', 'Pituitary macroadenoma (disorder)']",granular,Disorder,SelfHistory,
25501002,Social phobia,Social phobia,"['Social phobia', 'Social anxiety disorder', 'Social phobia (disorder)']",granular,Disorder,SelfHistory,
255055008,Neoplasm of head AND/OR neck,Head and Neck Cancer,"['Tumour of head and neck', 'Tumor of head and neck', 'Neoplasm of head and neck', 'Neoplasm of head AND/OR neck (disorder)', 'Neoplasm of head AND/OR neck']",granular,Disorder,SelfHistory,
25847004,Seborrheic psoriasis,Seborrheic psoriasis,"['Seborrheic psoriasis', 'Psoriasiform seborrheic dermatitis', 'Seborrhiasis', 'Seborrhoeic psoriasis', 'Psoriasiform seborrhoeic dermatitis', 'Seborrheic psoriasis (disorder)', 'Sebopsoriasis']",granular,Disorder,SelfHistory,
25906001,Disorder of ear,Generalised Ear Disorders,"['Disorder of ear', 'Disorder of ear (disorder)']",group,Disorder,SelfHistory,
25924004,Calculus of gallbladder with cholecystitis,Calculus of gallbladder with cholecystitis,"['Calculus of gallbladder with cholecystitis', 'Biliary calculus with cholecystitis', 'Cholelithiasis with cholecystitis', 'Calculus of gallbladder with cholecystitis (disorder)']",granular,Disorder,SelfHistory,
25f27d630d8d21704116323e3798659c,,Other health issues,,system,Finding,SelfHistory,
260647003,Total laminectomy,total laminectomy,"['Total laminectomy', 'Total laminectomy (procedure)']",granular,Procedure,SelfHistory,
26079004,Tremor,Tremor,"['Tremor', 'Involuntary trembling', 'Involuntary quiver', 'Shaking', 'Shakes', 'Trembling', 'Quivering', 'The shakes', 'Shaking all over', 'Has a tremor', 'Tremor (finding)']",,Finding,SelfHistory,
261531000,Excision of rib,resection of rib,"['Excision of rib', 'Excision of rib (procedure)', 'Costatectomy', 'Resection of rib', 'Costectomy']",granular,Procedure,SelfHistory,
261540001,Laminotomy,laminotomy,"['Laminotomy', 'Laminotomy (procedure)', 'Spondylotomy', 'Rachitomy', 'Rachiotomy']",granular,Procedure,SelfHistory,
